sentence,lemmatized,pos tags,noun chunks
"Die OPENCOSS-Plattform wird für jede Nachweisart, die vom Nutzer in eine Tabelle zur Visualisierung der Rückverfolgbarkeit aufgenommen werden soll, eine Spalte innerhalb dieser Tabelle vorhalten.","('aufgenommen', 'aufnehmen')
('soll', 'soll')
('vorhalten', 'vorhalten')
('Nutzer', 'Nutzer')
('Tabelle', 'Tabelle')
('wird', 'sein')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeit', 'Rückverfolgbarkeit')
('Visualisierung', 'Visualisierung')
('Spalte', 'Spalte')","('aufgenommen', 'VERB')
('soll', 'VERB')
('vorhalten', 'VERB')","('Rückverfolgbarkeit', ' Rückverfolgbarkeit')
('Spalte', ' Spalte')
('Nachweisart', ' Nachweis Art')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Tabelle', ' Tabelle')
('Visualisierung', ' Visualisierung')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks in Rückverfolgbarkeitstabellen zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Möglichkeit', 'Möglichkeit')
('Rückverfolgbarkeitstabellen', 'Rückverfolgbarkeit Tabelle')","('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Rückverfolgbarkeitstabellen', 'Rückverfolgbarkeit Tabelle')
('Nachweisrückverfolgbarkeitslinks', 'Nachweis Rückverfolgbarkeit Link')"
"Bei der Verwendung von Tabellen zur Sicherung der Rückverfolgbarkeit von Nachweisen in einem Sicherungsprojekt muss die OPENCOSS-Plattform dem Nutzer die Möglichkeit bieten,  Nachweisarten aus einer anderen Tabelle auszuwählen.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('auszuwählen', 'auswählen')
('Nutzer', 'Nutzer')
('Sicherungsprojekt', 'Sicherung Projekt')
('Tabelle', 'Tabelle')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherung', 'Sicherung')
('Rückverfolgbarkeit', 'Rückverfolgbarkeit')
('Verwendung', 'Verwendung')
('Nachweisarten', 'Nachweis Art')
('Möglichkeit', 'Möglichkeit')
('Nachweisen', 'Nachweis')
('Tabellen', 'Tabelle')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('auszuwählen', 'VERB')","('Rückverfolgbarkeit', ' Rückverfolgbarkeit')
('anderen Tabelle', 'ander Tabelle')
('Möglichkeit', ' Möglichkeit')
('Nachweisen', ' Nachweis')
('Nutzer', ' Nutzer')
('Tabellen', ' Tabelle')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Sicherung', ' Sicherung')
('Nachweisarten', ' Nachweis Art')
('Verwendung', ' Verwendung')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts nach den Bewertungskriterien aus der CCL zu bewerten.","('muss', 'muss')
('bieten', 'bieten')
('bewerten', 'bewerten')
('Nutzer', 'Nutzer')
('CCL', 'CCL')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bewertungskriterien', 'Bewertung Kriterium')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('bewerten', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', ' CCL')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Begründung für die Bewertung eines Nachweis-Items eines Sicherungsprojekts zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Begründung', 'Begründung')
('Sicherungsprojekts', 'Sicherung Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Begründung', ' Begründung')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts mit anderen Nachweis-Items des Projekts über einen Nachweisrückverfolgbarkeitslink verbunden ist, muss die OPENCOSS-Plattform den Nutzer über die mögliche Abhängigkeit der Bewertung des Nachweis-Items von der Bewertung der anderen Nachweis-Items informieren.","('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('mögliche', 'möglich')
('anderen', 'ander')
('informieren', 'informieren')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', 'Projekt')","('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')
('mögliche', 'ADJ')
('anderen', 'ADJ')
('informieren', 'VERB')","('Nachweisrückverfolgbarkeitslink', 'Nachweis Rückverfolgbarkeit Link')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('mögliche Abhängigkeit', 'möglich Abhängigkeit')
('anderen Nachweis-Items', 'ander Nachweis Item')
('Nachweis-Item', ' Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Kriterien für die Bewertung der Nachweis-Items eines Sicherungsprojekts zu definieren.","('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('Kriterien', ' Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Kriterien für die Bewertung der Nachweis-Items eines Sicherungsprojekts zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')
('Nutzer', 'Nutzer')
('Bewertung', 'Bewertung')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Kriterien', 'Kriterium')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('Kriterien', ' Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Projekts nach den Bewertungskriterien von Nachweis-Items aus anderen Sicherungsprojekten zu bewerten.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('bewerten', 'bewerten')
('Nutzer', 'Nutzer')
('Sicherungsprojekten', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bewertungskriterien', 'Bewertung Kriterium')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Projekts', 'Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('bewerten', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('Sicherungsprojekten', 'Sicherung Projekt')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Projekts', 'Nachweis Item ein Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Bewertungskategorien für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts zu definieren.","('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Bewertungskategorien', 'Bewertung Kategorie')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bewertungskriterien', 'Bewertung Kriterium')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('Bewertungskategorien', 'Bewertung Kategorie')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('definierten', 'definiert')
('ändern', 'ändern')
('Nutzer', 'Nutzer')
('Bewertungskategorien', 'Bewertung Kategorie')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bewertungskriterien', 'Bewertung Kriterium')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')","('muss', 'VERB')
('bieten', 'VERB')
('definierten', 'ADJ')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Bewertungskategorien', 'Bewertung Kategorie')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Naschweis-Items eines Sicherungsprojekts mit Bewertungskategorien für die in anderen Projekten definierten Bewertungskriterien zu bewerten.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('definierten', 'definiert')
('bewerten', 'bewerten')
('Naschweis-Items', 'Naschweis Item')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Projekten', 'Projekt')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Bewertungskriterien', 'Bewertung Kriterium')
('Bewertungskategorien', 'Bewertung Kategorie')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('definierten', 'ADJ')
('bewerten', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('Bewertungskategorien', 'Bewertung Kategorie')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Naschweis-Items', 'Naschweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Projekten', ' Projekt'),"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Bewertung der Nachweis-Items eines Sicherungsprojekts bei Verfolgung der Änderungshistorie zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')
('Verfolgung', 'Verfolgung')
('Änderungshistorie', 'Änderung Historie')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Bewertung', 'Bewertung')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis-Item')","('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Verfolgung', ' Verfolgung')
('Änderungshistorie', 'Änderung Historie')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt'),"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Aktionen, die für den Nachweisbeleg eines Sicherungsprojekts benötigt werden, als Ergebnis der Nachweisbewertung zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('werden', 'sein')
('benötigt', 'benötigen')
('spezifizieren', 'spezifizieren')
('Aktionen', 'Aktion')
('Nutzer', 'Nutzer')
('Ergebnis', 'Ergebnis')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', 'Nachweisbeleg')
('Nachweisbewertung', 'Nachweis Bewertung')","('muss', 'VERB')
('bieten', 'VERB')
('benötigt', 'VERB')
('spezifizieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweis Beleg')
('Nachweisbewertung', 'Nachweis Bewertung')
('Ergebnis', ' Ergebnis')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Aktionen', ' Aktion'),"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die als Ergebnis der Nachweisbewertung erhaltenen Informationen über auszuführende Aktionen in einem Sicherungsprojekts per E-Mail zu verschicken.","('muss', 'muss')
('bieten', 'bieten')
('erhaltenen', 'erhalten')
('auszuführende', 'auszuführen')
('verschicken', 'verschicken')
('Informationen', 'Information')
('Aktionen', 'Aktion')
('Nutzer', 'Nutzer')
('Ergebnis', 'Ergebnis')
('E-Mail', 'E-Mail')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachweis Bewertung')","('muss', 'VERB')
('bieten', 'VERB')
('erhaltenen', 'ADJ')
('auszuführende', 'ADJ')
('verschicken', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('E-Mail', ' E-Mail')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('als Ergebnis der Nachweisbewertung erhaltenen Informationen', 'als Ergebnis der Nachweis Bewertung erhalten Information')
('Ergebnis', ' Ergebnis')
('Nachweisbewertung', 'Nachweis Bewertung')
('auszuführende Aktionen', 'auszuführende Aktion')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die als Ergebnis der Nachweisbewertung erhaltenen Nachweis-Items, die verknüpft sind mit Aktionen, welche im Nachweisbeleg eines Sicherungsprojekts benötigt werden, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('werden', 'sein')
('erhaltenen', 'erhalten')
('verknüpft', 'verknüpft')
('benötigt', 'benötigen')
('anzugeben', 'angeben')
('Aktionen', 'Aktion')
('Nutzer', 'Nutzer')
('Ergebnis', 'Ergebnis')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', 'Nachweisbeleg')
('Nachweisbewertung', 'Nachweis Bewertung')
('Nachweis-Items', 'Nachweis-Item')","('muss', 'VERB')
('bieten', 'VERB')
('erhaltenen', 'ADJ')
('verknüpft', 'ADJ')
('benötigt', 'VERB')
('anzugeben', 'VERB')","('Nachweis-Items', 'Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('Aktionen', ' Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg eines Sicherungsprojekts', ' Nachweis Beleg Sicherung Projekt')
('Ergebnis', ' Ergebnis')
('Ergebnis der Nachweisbewertung', 'Ergebnis Nachweis Bewertung')
('Nachweisbewertung', 'Nachweis Bewertung')"
"Wenn ein Nachweis-Item eines Sicherungsprojekts mit Aktionen verknüpft wurde, die als Ergebnis der Nachweisbewertung durchzuführen sind, muss die OPENCOSS-Plattform ein solches Nachweis-Item rot einfärben.","('verknüpft', 'verknüpfen')
('durchzuführen', 'durchführen')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Aktionen', 'Aktion')
('Ergebnis', 'Ergebnis')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachweis Bewertung')
('Nachweis-Item', 'Nachweis-Item')","('verknüpft', 'VERB')
('durchzuführen', 'VERB')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachweis Bewertung')
('Nachweis-Item', ' Nachweis Item')
('Ergebnis', ' Ergebnis')
('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Aktionen', ' Aktion')"
"Die OPENCOSS-Plattform muss den Status einer Aktion, die in einem Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderlich ist, falls dieser ""noch ausstehend"" oder ""adressiert"" ist, aufzeichnen.","('muss', 'muss')
('erforderlich', 'erforderlich')
('ausstehend', 'ausstehen')
('adressiert', 'adressiert')
('aufzeichnen', 'aufzeichnen')
('Ergebnis', 'Ergebnis')
('Aktion', 'Aktion')
('Sicherungsprojekt', 'Sicherung Projekt')
('Status', 'Status')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachweis Bewertung')","('muss', 'VERB')
('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('adressiert', 'VERB')
('aufzeichnen', 'VERB')","('Aktion', ' Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Ergebnis', ' Ergebnis')
('Nachweisbewertung', 'Nachwei Bewertung')
('Status', ' Status')
('Ergebnis der Nachweisbewertung', 'Ergebnis Nachweis Bewertung')"
"Die OPENCOSS-Plattform muss Aktionen, die in einem Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderlich sind, aufzeigen.","('muss', 'muss')
('sind', 'sein')
('erforderlich', 'erforderlich')
('aufzeigen', 'aufzeigen')
('Aktionen', 'Aktion')
('Ergebnis', 'Ergebnis')
('Sicherungsprojekt', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachweis Bewertung')","('muss', 'VERB')
('erforderlich', 'ADJ')
('aufzeigen', 'VERB')","('Aktionen', ' Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Ergebnis', ' Ergebnis')
('Nachweisbewertung', 'Nachweis Bewertung')
('Ergebnis der Nachweisbewertung', 'Ergebnis Nachweis Bewertung')"
"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Information, ob eine im Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderliche Aktion adressiert wurde, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('erforderliche', 'erforderlich')
('adressiert', 'adressiert')
('anzugeben', 'angeben')
('Nutzer', 'Nutzer')
('Ergebnis', 'Ergebnis')
('Aktion', 'Aktion')
('Sicherungsprojekt', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Information', 'Information')
('Nachweisbewertung', 'Nachweis Bewertung')","('muss', 'VERB')
('bieten', 'VERB')
('erforderliche', 'ADJ')
('adressiert', 'VERB')
('anzugeben', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('Aktion', 'Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Information', ' Information')
('Ergebnis', ' Ergebnis')
('Nachweisbewertung', 'Nachweis Bewertung')
('Ergebnis der Nachweisbewertung', 'Ergebnis Nachweis Bewertung')"
"Wenn der Status einer Aktion, die in einem Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderlich ist, ""noch ausstehend"" ist, muss die OPENCOSS-Plattform eine solche Aktion rot einfärben.","('erforderlich', 'erforderlich')
('ausstehend', 'ausstehend')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Ergebnis', 'Ergebnis')
('Aktion', 'Aktion')
('Sicherungsprojekt', 'Sicherung Projekt')
('Status', 'Status')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachweis Bewertung')","('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Aktion', 'Aktion')
('Sicherungsprojekt', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Ergebnis', ' Ergebnis')
('Nachweisbewertung', 'Nachweis Bewertung')
('Status', ' Status')
('Ergebnis der Nachweisbewertung', 'Ergebnis Nachweis Bewertung')"
"Wenn alle in einem Sicherungsprojekts zu erbringenden Nachweis-Items gemäß dem Nachweis-Charakterisierungsmodell des Projekts erbracht wurden, muss die OPENCOSS-Plattform die Information, dass der Nachweisbeleg des Sicherungsprojekts als vollständig betrachtet werden kann, anzeigen.","('erbringenden', 'erbringend')
('erbracht', 'erbringen')
('muss', 'muss')
('vollständig', 'vollständig')
('betrachtet', 'betrachten')
('kann', 'können')
('anzeigen', 'anzeigen')","('erbringenden', 'ADJ')
('erbracht', 'VERB')
('muss', 'VERB')
('vollständig', 'ADJ')
('betrachtet', 'VERB')
('kann', 'VERB')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweis Beleg')
('Nachweis-Items', 'Nachweis Item')
('Nachweisbeleg des Sicherungsprojekts', ' Nachweis Beleg der Sicherung Projekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierung Modell')
('Information', ' Information')"
"Wenn der Nachweisbeleg eines Sicherungsprojekts als vollständig betrachtet wird, alle Nachweisrückverfolgbarkeitslinks des Projekts korrekt sind, es keine noch ausstehenden Aktionen im Projekt gibt und die aus externen Werkzeugen im Projekt importierten Informationen synchronisiert sind, muss die OPENCOSS-Plattform die Information, dass der Nachweisbeleg eines Sicherungsprojekts als angemessen betrachtet werden kann, anzeigen.","('vollständig', 'vollständig')
('betrachtet', 'betrachten')
('korrekt', 'korrekt')
('sind', 'sein')
('ausstehenden', 'ausstehend')
('gibt', 'geben')
('externen', 'extern')
('importierten', 'importiert')
('synchronisiert', 'synchronisiert')
('muss', 'muss')
('angemessen', 'anmessen')
('betrachtet', 'betrachten')
('werden', 'sein')
('kann', 'können')
('anzeigen', 'anzeigen')","('vollständig', 'ADJ')
('betrachtet', 'VERB')
('korrekt', 'ADJ')
('ausstehenden', 'ADJ')
('gibt', 'VERB')
('externen', 'ADJ')
('importierten', 'ADJ')
('synchronisiert', 'VERB')
('muss', 'VERB')
('angemessen', 'ADJ')
('betrachtet', 'VERB')
('kann', 'VERB')
('anzeigen', 'VERB')","('Informationen', 'Information')
('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('externen Werkzeugen', 'extern Werkzeug')
('Projekt', ' Projekt')
('Nachweisbeleg eines Sicherungsprojekts', ' Nachweis Beleg ein Sicherung Projekt')
('Nachweisbeleg', ' Nachweis Beleg')
('Nachweisrückverfolgbarkeitslinks', ' Nachweis Rückverfolgbarkeit Link')
('importierten Informationen', ' importiert Information')
('Informationen', ' Information')
('noch ausstehenden Aktionen', 'noch ausstehend Aktion')"
"Wenn ein Nachweis-Item in einem Sicherungsprojekt geändert wird, muss die OPENCOSS-Plattform die von der Änderung betroffenen Nachweis-Items des Sicherungsprojekts anzeigen.","('geändert', 'ändern')
('muss', 'muss')
('betroffenen', 'betroffen')
('anzeigen', 'anzeigen')","('geändert', 'VERB')
('muss', 'VERB')
('betroffenen', 'ADJ')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', ' Änderung')
('Nachweis-Items des Sicherungsprojekts', 'Nachweis Item der Sicherung Projekt')
('Nachweis-Item', ' Nachweis Item')"
"Bei Änderung eines Nachweis-Items in einem Sicherungsprojekt, muss die OPENCOSS-Plattform, die Nachweisrückverfolgbarkeitslinks des von der Änderung betroffenen Sicherungsprojekts anzeigen.","('muss', 'muss')
('betroffenen', 'betroffen')
('anzeigen', 'anzeigen')","('muss', 'VERB')
('betroffenen', 'ADJ')
('anzeigen', 'VERB')","('Nachweis-Items', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Änderung', ' Änderung')
('Nachweisrückverfolgbarkeitslinks', ' Nachweis Rückverfolgbarkeit Links')"
