;sentence;lemmatized_spaCy;pos tags spaCy;noun chunks spaCy;lemmatized_NLTK;pos tags NLTK;noun chunks NLTK;lemmatized_TreeTagger;pos tags TreeTagger;noun chunks TreeTagger
86;"Wenn der Status einer Aktion, die in einem Sicherungsprojekt aufgrund von Änderungen von Nachweis-Items erforderlich ist, ""noch ausstehend"" ist, muss die OPENCOSS-Plattform eine solche Aktion rot einfärben.
";"('erforderlich', 'erforderlich')
('ausstehend', 'ausstehen')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Status', 'Status')
('Aktion', 'Aktion')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Änderungen', 'Änderung')
('Nachweis-Items', 'Nachweis-Items')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('solche Aktion', 'solche Aktion')";"('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')";"('Änderungen', ' Änderung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Aktion', ' Aktion')
('solche Aktion', 'solche Aktion')
('Nachweis-Items', 'Nachweis Item')
('Status', ' Status')
('Sicherungsprojekt', 'Sicherung Projekt')";"('erforderlich', 'erforderlich')
('ist', 'sein')
('die', 'die')
('Status einer Aktion', 'Status ein Aktion')
(""`` noch ausstehend ''"", 'noch ausstehend')
('OPENCOSS-Plattform eine solche Aktion', 'Opencoss-Plattform ein solch Aktion')";"('erforderlich', 'JJ')
('ist', 'VB')
('ist', 'JJ')
('die', 'VB')";"('Status einer Aktion', 'Status einer Aktion')
(""`` noch ausstehend ''"", ""`` noch ausstehen ''"")
('OPENCOSS-Plattform eine solche Aktion', 'Opencoss Plattform einen solche Aktion')";"('erforderlich', 'erforderlich')
('ist', 'sein')
('ausstehend', 'ausstehend')
('muss', 'müssen')
('rot', 'rot')
('einfärben', 'einfärben')
('Status', 'Status')
('Aktion', 'Aktion')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('solche Aktion', 'solche Aktion')";"('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('rot', 'ADJ')";"('Status', 'Status')
('Aktion', 'Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solche Aktion', 'solche Aktion')
('Status', 'Status')
('Aktion', 'Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solche Aktion', 'solche Aktion')"
87;"Wenn ein Nachweis-Item eines Sicherungsprojekts durch Änderungen anderer Nachweis-Items beeinträchtigt wurde, muss die OPENCOSS-Plattform ein solches Nachweis-Item rot einfärben.
";"('anderer', 'ander')
('beeinträchtigt', 'beeinträchtigen')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Änderungen', 'Änderung')
('anderer Nachweis-Items', 'ander Nachweis-Items')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('solches Nachweis-Item', 'solch Nachweis-Item')";"('anderer', 'ADJ')
('beeinträchtigt', 'VERB')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Änderungen', ' Änderung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solches Nachweis-Item', 'solche Nachweis-Item')
('anderer Nachweis-Items', 'anderer Nachweis Item')";"('anderer', 'ander')
('wurde', 'werden')
('solches', 'solch')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item ein Sicherungsprojekts')
('Änderungen anderer Nachweis-Items', 'Änderungen ander Nachweis-Items')
('OPENCOSS-Plattform ein solches Nachweis-Item', 'Opencoss-Plattform ein solch Nachweis-Item')";"('anderer', 'JJ')
('wurde', 'VB')
('solches', 'JJ')
('rot', 'JJ')
('einfärben', 'VB')";"('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item einen Sicherung Projekt')
('Änderungen anderer Nachweis-Items', 'Änderung ander Nachweis Item')
('OPENCOSS-Plattform ein solches Nachweis-Item', 'Opencoss Plattform einen solche Nachweis-Item')";"('anderer', 'andere')
('beeinträchtigt', 'beeinträchtigen')
('wurde', 'werden')
('muss', 'müssen')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('solches Nachweis-Item', 'solche Nachweis-Item')";"('andere', 'ADJ')
('rot', 'ADJ')";"('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solches Nachweis-Item', 'solche Nachweis-Item')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solches Nachweis-Item', 'solche Nachweis-Item')"
88;"Wenn ein Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts durch Änderungen von Nachweis-Items beeinträchtigt wurde, muss die OPENCOSS-Plattform einen solchen Link rot einfärben.
";"('beeinträchtigt', 'beeinträchtigen')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Änderungen', 'Änderung')
('Nachweis-Items', 'Nachweis-Items')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('solchen Link', 'solch Link')";"('beeinträchtigt', 'VERB')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Änderungen', ' Änderung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslink', ' Nachweisrückverfolgbarkeitslink')
('Nachweis-Items', 'Nachweis Item')
('solchen Link', 'solchen Link')";"('wurde', 'werden')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'Nachweisrückverfolgbarkeitslink ein Sicherungsprojekts')
('OPENCOSS-Plattform einen solchen Link', 'Opencoss-Plattform ein solch Link')";"('wurde', 'VB')
('rot', 'JJ')
('einfärben', 'VB')";"('Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'Nachweisrückverfolgbarkeitslink einen Sicherung Projekt')
('OPENCOSS-Plattform einen solchen Link', 'Opencoss Plattform ein solch Link')";"('beeinträchtigt', 'beeinträchtigen')
('wurde', 'werden')
('muss', 'müssen')
('rot', 'rot')
('einfärben', 'einfärben')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherungsprojekts')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('solchen Link', 'solche Link')";('rot', 'ADJ');"('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solchen Link', 'solche Link')
('Nachweisrückverfolgbarkeitslink', 'Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('solchen Link', 'solche Link')"
89;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items für ein Sicherungsprojekt aus den Artefakten externer Werkzeuge zu importieren.
";"('muss', 'muss')
('bieten', 'bieten')
('externer', 'extern')
('importieren', 'importieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Artefakten', 'Artefakten')
('externer Werkzeuge', 'extern Werkzeug')";"('muss', 'VERB')
('bieten', 'VERB')
('externer', 'ADJ')
('importieren', 'VERB')";"('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items', 'Nachweis Item')
('Möglichkeit', ' Möglichkeit')
('Sicherungsprojekt', 'Sicherung Projekt')
('Artefakten', ' Artefakten')
('externer Werkzeuge', 'externer Werkzeug')";"('muss', 'müssen')
('bieten', 'biet')
('externer', 'extern')
('importieren', 'importieren')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('den Artefakten externer Werkzeuge', 'den Artefakten extern Werkzeug')";"('muss', 'VB')
('bieten', 'VB')
('externer', 'JJ')
('importieren', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('den Artefakten externer Werkzeuge', 'der Artefakten extern Werkzeug')";"('muss', 'müssen')
('bieten', 'bieten')
('externer', 'extern')
('importieren', 'importieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Items')
('externer Werkzeuge', 'extern Werkzeug')";('extern', 'ADJ');"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('externer Werkzeuge', 'extern Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('externer Werkzeuge', 'extern Werkzeug')"
90;"Die OPENCOSS-Plattform muss fähig sein, ein Artefakt in einem externen Werkzeug automatisch mit einem Nachweis-Item eines Sicherungsprojekts, das aus dem externen Werkzeug importiert wurde, zu verknüpfen.
";"('muss', 'muss')
('fähig', 'fähig')
('externen', 'extern')
('automatisch', 'automatisch')
('importiert', 'importieren')
('verknüpfen', 'verknüpfen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakt', 'Artefakt')
('externen Werkzeug', 'extern Werkzeug')
('Nachweis-Item', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'VERB')
('fähig', 'ADJ')
('externen', 'ADJ')
('automatisch', 'ADJ')
('importiert', 'VERB')
('verknüpfen', 'VERB')";"('Nachweis-Item', ' Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('externen Werkzeug', 'externen Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', ' Artefakt')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('externen', 'extern')
('automatisch', 'automatisch')
('wurde', 'werden')
('externen Werkzeug', 'extern Werkzeug')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item ein Sicherungsprojekts')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'VB')
('fähig', 'JJ')
('sein', 'VB')
('externen', 'JJ')
('automatisch', 'JJ')
('externen', 'JJ')
('wurde', 'VB')";"('externen Werkzeug', 'extern Werkzeug')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item einen Sicherung Projekt')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('externen', 'extern')
('automatisch', 'automatisch')
('importiert', 'importieren')
('wurde', 'werden')
('verknüpfen', 'verknüpfen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('fähig', 'ADJ')
('extern', 'ADJ')
('automatisch', 'ADJ')
('extern', 'ADJ')";"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherung Projekt')"
91;"Die OPENCOSS-Plattform muss fähig sein, das Werkzeug, welches das Artefakt speichert, das mit einem aus einem externen Werkzeug importierten Nachweis-Item eines Sicherungsprojekts verbunden ist, automatisch anzuzeigen.
";"('muss', 'muss')
('fähig', 'fähig')
('speichert', 'speichern')
('externen', 'extern')
('importierten', 'importieren')
('verbunden', 'verbinden')
('automatisch', 'automatisch')
('anzuzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('externen Werkzeug', 'extern Werkzeug')
('aus einem externen Werkzeug importierten Nachweis-Item', 'aus einer extern Werkzeug importieren Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('muss', 'VERB')
('fähig', 'ADJ')
('speichert', 'VERB')
('externen', 'ADJ')
('importierten', 'ADJ')
('verbunden', 'VERB')
('automatisch', 'ADJ')
('anzuzeigen', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('externen Werkzeug', 'externen Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('aus einem externen Werkzeug importierten Nachweis-Item', 'au einem externen Werkzeug importierten Nachweis-Item')
('Artefakt', ' Artefakt')
('Werkzeug', ' Werkzeug')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('externen', 'extern')
('ist', 'sein')
('automatisch', 'automatisch')
('anzuzeigen', 'anzuzeigen')
('externen Werkzeug', 'extern Werkzeug')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item ein Sicherungsprojekts')";"('muss', 'VB')
('fähig', 'JJ')
('sein', 'VB')
('externen', 'JJ')
('ist', 'VB')
('automatisch', 'JJ')
('anzuzeigen', 'VB')";"('externen Werkzeug', 'extern Werkzeug')
('Nachweis-Item eines Sicherungsprojekts', 'Nachweis-Item einen Sicherung Projekt')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('speichert', 'speichern')
('externen', 'extern')
('importierten', 'importiert')
('verbunden', 'verbinden')
('ist', 'sein')
('automatisch', 'automatisch')
('anzuzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('importierten Nachweis-Item', 'importiert Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('fähig', 'ADJ')
('extern', 'ADJ')
('importiert', 'ADJ')
('automatisch', 'ADJ')";"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('importierten Nachweis-Item', 'importiert Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('importierten Nachweis-Item', 'importiert Nachweis-Item')
('Sicherungsprojekts', 'Sicherung Projekt')"
92;"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks für ein Sicherungsprojekt aus einem externen Werkzeug zu importieren.
";"('muss', 'muss')
('bieten', 'bieten')
('externen', 'extern')
('importieren', 'importieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekt', 'Sicherungsprojekt')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'VERB')
('bieten', 'VERB')
('externen', 'ADJ')
('importieren', 'VERB')";"('externen Werkzeug', 'externen Werkzeug')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Möglichkeit', ' Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', ' Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekt', 'Sicherung Projekt')";"('muss', 'müssen')
('bieten', 'biet')
('externen', 'extern')
('importieren', 'importieren')
('Nutzer die Möglichkeit', 'Nutzer die Möglichkeit')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'VB')
('bieten', 'VB')
('externen', 'JJ')
('importieren', 'VB')";"('Nutzer die Möglichkeit', 'Nutzer der Möglichkeit')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'müssen')
('bieten', 'bieten')
('externen', 'extern')
('importieren', 'importieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')";('extern', 'ADJ');"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')"
93;"Die OPENCOSS-Plattform muss fähig sein, ein Artefakt automatisch mit einem Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts, das aus einem externen Werkzeug importiert wurde, zu verknüpfen.
";"('muss', 'muss')
('fähig', 'fähig')
('automatisch', 'automatisch')
('externen', 'extern')
('importiert', 'importieren')
('verknüpfen', 'verknüpfen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakt', 'Artefakt')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekts', 'Sicherungsprojekts')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'VERB')
('fähig', 'ADJ')
('automatisch', 'ADJ')
('externen', 'ADJ')
('importiert', 'VERB')
('verknüpfen', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('externen Werkzeug', 'externen Werkzeug')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', ' Nachweisrückverfolgbarkeitslinks')
('Artefakt', ' Artefakt')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('automatisch', 'automatisch')
('externen', 'extern')
('wurde', 'werden')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweisrückverfolgbarkeitslinks ein Sicherungsprojekts')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'VB')
('fähig', 'JJ')
('sein', 'VB')
('automatisch', 'JJ')
('externen', 'JJ')
('wurde', 'VB')";"('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweisrückverfolgbarkeitslinks einen Sicherung Projekt')
('externen Werkzeug', 'extern Werkzeug')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('automatisch', 'automatisch')
('externen', 'extern')
('importiert', 'importieren')
('wurde', 'werden')
('verknüpfen', 'verknüpfen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('fähig', 'ADJ')
('automatisch', 'ADJ')
('extern', 'ADJ')";"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherung Projekt')"
94;"Die OPENCOSS-Plattform muss fähg sein, das Werkzeug, welches das Artefakt speichert, das über einen externen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts verknüpft ist, automatisch anzeigen.
";"('speichert', 'speichern')
('externen', 'extern')
('verknüpft', 'verknüpfen')
('automatisch', 'automatisch')
('anzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('OPENCOSS-Plattform muss', 'OPENCOSS-Plattform muss')
('fähg', 'fähg')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('externen Nachweisrückverfolgbarkeitslink', 'extern Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('speichert', 'VERB')
('externen', 'ADJ')
('verknüpft', 'VERB')
('automatisch', 'ADJ')
('anzeigen', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('fähg', ' fähg')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', ' Artefakt')
('OPENCOSS-Plattform muss', 'Opencoss Plattform muss')
('externen Nachweisrückverfolgbarkeitslink', 'externen Nachweisrückverfolgbarkeitslink')
('Werkzeug', ' Werkzeug')";"('muss', 'müssen')
('sein', 'sein')
('externen', 'extern')
('ist', 'sein')
('automatisch', 'automatisch')
('anzeigen', 'anzeigen')
('externen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'extern Nachweisrückverfolgbarkeitslink ein Sicherungsprojekts')";"('muss', 'VB')
('sein', 'VB')
('externen', 'JJ')
('ist', 'JJ')
('automatisch', 'JJ')
('anzeigen', 'VB')";('externen Nachweisrückverfolgbarkeitslink eines Sicherungsprojekts', 'extern Nachweisrückverfolgbarkeitslink einen Sicherung Projekt');"('muss', 'müssen')
('fähg', 'fähg')
('sein', 'sein')
('speichert', 'speichern')
('externen', 'extern')
('verknüpft', 'verknüpfen')
('ist', 'sein')
('automatisch', 'automatisch')
('anzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('fähg', 'ADJ')
('extern', 'ADJ')
('automatisch', 'ADJ')";"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Werkzeug', 'Werkzeug')
('Artefakt', 'Artefakt')
('Sicherungsprojekts', 'Sicherung Projekt')"
95;"Die OPENCOSS-Plattform muss fähig sein, Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts in externe Werkzeuge zu exportieren.
";"('muss', 'muss')
('fähig', 'fähig')
('externe', 'externe')
('exportieren', 'exportieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekts', 'Sicherungsprojekts')
('externe Werkzeuge', 'externe Werkzeug')";"('muss', 'VERB')
('fähig', 'ADJ')
('externe', 'ADJ')
('exportieren', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('externe Werkzeuge', 'externe Werkzeug')
('Nachweisrückverfolgbarkeitslinks', ' Nachweisrückverfolgbarkeitslinks')
('OPENCOSS-Plattform', 'Opencoss Plattform')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('externe', 'extern')
('exportieren', 'exportieren')
('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweisrückverfolgbarkeitslinks ein Sicherungsprojekts')
('externe Werkzeuge', 'extern Werkzeug')";"('muss', 'VB')
('fähig', 'JJ')
('sein', 'VB')
('externe', 'JJ')
('exportieren', 'VB')";"('Nachweisrückverfolgbarkeitslinks eines Sicherungsprojekts', 'Nachweisrückverfolgbarkeitslinks einen Sicherung Projekt')
('externe Werkzeuge', 'externe Werkzeug')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('externe', 'extern')
('exportieren', 'exportieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekts', 'Sicherungsprojekts')";"('fähig', 'ADJ')
('extern', 'ADJ')";"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', 'Nachweisrückverfolgbarkeitslinks')
('Sicherungsprojekts', 'Sicherung Projekt')"
96;"Das OPENCOSS muss fähig sein, Nachweise für ein Sicherungsprojekt aus SAEM-Modellen zu importieren.
";"('muss', 'muss')
('fähig', 'fähig')
('importieren', 'importieren')
('OPENCOSS', 'OPENCOSS')
('Nachweise', 'Nachweis')
('Sicherungsprojekt', 'Sicherungsprojekt')
('SAEM-Modellen', 'SAEM-Modellen')";"('muss', 'VERB')
('fähig', 'ADJ')
('importieren', 'VERB')";"('OPENCOSS', ' OPENCOSS')
('SAEM-Modellen', ' SAEM-Modellen')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweise', ' Nachweis')";"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('importieren', 'importieren')";"('muss', 'VB')
('fähig', 'JJ')
('sein', 'VB')
('importieren', 'VB')";;"('muss', 'müssen')
('fähig', 'fähig')
('sein', 'sein')
('importieren', 'importieren')
('OPENCOSS', 'OPENCOSS')
('Nachweise', 'Nachweis')";('fähig', 'ADJ');"('OPENCOSS', 'OPENCOSS')
('Nachweise', 'Nachweis')
('OPENCOSS', 'OPENCOSS')
('Nachweise', 'Nachweis')"
97;"Die OPENCOSS-Plattform muss in der Lage sein, den Nachweis eines Sicherungsprojekts in Form eines SAEM-Modells zu exportieren.
";"('muss', 'muss')
('exportieren', 'exportieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Lage', 'Lage')
('Nachweis', 'Nachweis')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Form', 'Form')
('SAEM-Modells', 'SAEM-Modells')";"('muss', 'VERB')
('exportieren', 'VERB')";"('Sicherungsprojekts', 'Sicherung Projekt')
('Lage', ' Lage')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis', ' Nachweis')
('Form', ' Form')
('SAEM-Modells', ' SAEM-Modells')";"('muss', 'müssen')
('sein', 'sein')
('exportieren', 'exportieren')
('den Nachweis eines Sicherungsprojekts', 'den Nachweis ein Sicherungsprojekts')";"('muss', 'VB')
('sein', 'VB')
('exportieren', 'VB')";('den Nachweis eines Sicherungsprojekts', 'der Nachweis einen Sicherung Projekt');"('muss', 'müssen')
('sein', 'sein')
('exportieren', 'exportieren')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis', 'Nachweis')
('Sicherungsprojekts', 'Sicherungsprojekts')
('SAEM-Modells', 'SAEM-Modells')";;"('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis', 'Nachweis')
('Sicherungsprojekts', 'Sicherung Projekt')
('SAEM-Modells', 'SAEM-Modells')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis', 'Nachweis')
('Sicherungsprojekts', 'Sicherung Projekt')
('SAEM-Modells', 'SAEM-Modells')"
